,puzzle,difficulty,results,solution
186,7....2.3...6.......9..14.2.....268.5.4....1..3.........3.6...795...8......4..7...,2,"(8, 3)","[7, 5, 1, 8, 6, 2, 9, 3, 4, 4, 2, 6, 9, 3, 5, 7, 8, 1, 8, 9, 3, 7, 1, 4, 5, 2, 6, 9, 1, 7, 3, 2, 6, 8, 4, 5, 6, 4, 2, 5, 7, 8, 1, 9, 3, 3, 8, 5, 1, 4, 9, 2, 6, 7, 2, 3, 8, 6, 5, 1, 4, 7, 9, 5, 7, 9, 4, 8, 3, 6, 1, 2, 1, 6, 4, 2, 9, 7, 3, 5, 8]"
187,2...79....3......1...86.5....9.....87...46...32....4.6.4.5.........2.8.31.....9..,2,"(8, 22)","[2, 1, 5, 3, 7, 9, 6, 8, 4, 8, 3, 6, 4, 5, 2, 7, 9, 1, 9, 7, 4, 8, 6, 1, 5, 3, 2, 4, 6, 9, 7, 1, 3, 2, 5, 8, 7, 5, 8, 2, 4, 6, 3, 1, 9, 3, 2, 1, 9, 8, 5, 4, 7, 6, 6, 4, 3, 5, 9, 8, 1, 2, 7, 5, 9, 7, 1, 2, 4, 8, 6, 3, 1, 8, 2, 6, 3, 7, 9, 4, 5]"
188,.2....1.3..5.4......7....6.75.....94...6..2...9...3.7..1..68.....65...8....3.....,2,"(3, 0)","[9, 2, 4, 8, 7, 6, 1, 5, 3, 3, 6, 5, 9, 4, 1, 7, 2, 8, 1, 8, 7, 2, 3, 5, 4, 6, 9, 7, 5, 3, 1, 8, 2, 6, 9, 4, 8, 4, 1, 6, 9, 7, 2, 3, 5, 6, 9, 2, 4, 5, 3, 8, 7, 1, 5, 1, 9, 7, 6, 8, 3, 4, 2, 2, 3, 6, 5, 1, 4, 9, 8, 7, 4, 7, 8, 3, 2, 9, 5, 1, 6]"
189,.....98....785..123.5......5..........6..2.......8.52..2..1..9.9.83....5...4.....,2,"(9, 2)","[2, 4, 1, 7, 6, 9, 8, 5, 3, 6, 9, 7, 8, 5, 3, 4, 1, 2, 3, 8, 5, 2, 4, 1, 7, 6, 9, 5, 7, 2, 9, 3, 4, 6, 8, 1, 8, 1, 6, 5, 7, 2, 9, 3, 4, 4, 3, 9, 1, 8, 6, 5, 2, 7, 7, 2, 4, 6, 1, 5, 3, 9, 8, 9, 6, 8, 3, 2, 7, 1, 4, 5, 1, 5, 3, 4, 9, 8, 2, 7, 6]"
190,.56....8..8..4...9.271...46...8.15....2..........6.13..6..3..758...9.......7.....,2,"(19, 35)","[4, 5, 6, 3, 2, 9, 7, 8, 1, 3, 8, 1, 6, 4, 7, 2, 5, 9, 9, 2, 7, 1, 8, 5, 3, 4, 6, 6, 3, 9, 8, 7, 1, 5, 2, 4, 7, 1, 2, 4, 5, 3, 6, 9, 8, 5, 4, 8, 9, 6, 2, 1, 3, 7, 1, 6, 4, 2, 3, 8, 9, 7, 5, 8, 7, 3, 5, 9, 6, 4, 1, 2, 2, 9, 5, 7, 1, 4, 8, 6, 3]"
191,....2...1..7.3.2.....6...43139.85..............89......5..48.....1...73.8.....59.,2,"(3, 0)","[3, 8, 6, 5, 2, 4, 9, 7, 1, 4, 9, 7, 8, 3, 1, 2, 5, 6, 2, 1, 5, 6, 9, 7, 8, 4, 3, 1, 3, 9, 4, 8, 5, 6, 2, 7, 5, 6, 4, 1, 7, 2, 3, 8, 9, 7, 2, 8, 9, 6, 3, 4, 1, 5, 9, 5, 3, 7, 4, 8, 1, 6, 2, 6, 4, 1, 2, 5, 9, 7, 3, 8, 8, 7, 2, 3, 1, 6, 5, 9, 4]"
192,892...3...........3..7..286.45..7....2...1.4....6.....1.8.....7.5.2.......71..9.4,2,"(4, 0)","[8, 9, 2, 4, 1, 6, 3, 7, 5, 5, 7, 6, 3, 2, 8, 4, 1, 9, 3, 1, 4, 7, 5, 9, 2, 8, 6, 6, 4, 5, 8, 3, 7, 1, 9, 2, 7, 2, 3, 5, 9, 1, 6, 4, 8, 9, 8, 1, 6, 4, 2, 7, 5, 3, 1, 3, 8, 9, 6, 4, 5, 2, 7, 4, 5, 9, 2, 7, 3, 8, 6, 1, 2, 6, 7, 1, 8, 5, 9, 3, 4]"
193,2...4..8...8...5.4......2.....931..6....6..72.....4...8.3..6...64..8...7..51.....,2,"(6, 0)","[2, 5, 6, 3, 4, 9, 7, 8, 1, 3, 9, 8, 2, 1, 7, 5, 6, 4, 4, 1, 7, 6, 5, 8, 2, 3, 9, 7, 8, 2, 9, 3, 1, 4, 5, 6, 1, 3, 4, 8, 6, 5, 9, 7, 2, 5, 6, 9, 7, 2, 4, 8, 1, 3, 8, 7, 3, 4, 9, 6, 1, 2, 5, 6, 4, 1, 5, 8, 2, 3, 9, 7, 9, 2, 5, 1, 7, 3, 6, 4, 8]"
194,.......8.4.73.1.26..1...4........5.....8..1......97..2.16.2...3..26.....5...4....,2,"(8, 2)","[2, 9, 5, 7, 6, 4, 3, 8, 1, 4, 8, 7, 3, 5, 1, 9, 2, 6, 3, 6, 1, 9, 8, 2, 4, 5, 7, 7, 3, 4, 2, 1, 6, 5, 9, 8, 6, 2, 9, 8, 3, 5, 1, 7, 4, 1, 5, 8, 4, 9, 7, 6, 3, 2, 8, 1, 6, 5, 2, 9, 7, 4, 3, 9, 4, 2, 6, 7, 3, 8, 1, 5, 5, 7, 3, 1, 4, 8, 2, 6, 9]"
195,..5.....3.4.5.1..28.........1.6.54.....943..5........8..3..276..6....2...87......,2,"(6, 1)","[1, 7, 5, 2, 6, 8, 9, 4, 3, 9, 4, 6, 5, 3, 1, 8, 7, 2, 8, 3, 2, 7, 9, 4, 1, 5, 6, 3, 1, 9, 6, 8, 5, 4, 2, 7, 7, 2, 8, 9, 4, 3, 6, 1, 5, 6, 5, 4, 1, 2, 7, 3, 9, 8, 4, 9, 3, 8, 5, 2, 7, 6, 1, 5, 6, 1, 3, 7, 9, 2, 8, 4, 2, 8, 7, 4, 1, 6, 5, 3, 9]"
196,..4...8......276...2.6.....2...59..8..73..5.1........3.3..647.........5..8..1...2,2,"(9, 21)","[6, 7, 4, 9, 3, 1, 8, 2, 5, 8, 1, 9, 5, 2, 7, 6, 3, 4, 3, 2, 5, 6, 4, 8, 9, 1, 7, 2, 6, 3, 1, 5, 9, 4, 7, 8, 4, 9, 7, 3, 8, 2, 5, 6, 1, 1, 5, 8, 4, 7, 6, 2, 9, 3, 5, 3, 1, 2, 6, 4, 7, 8, 9, 7, 4, 2, 8, 9, 3, 1, 5, 6, 9, 8, 6, 7, 1, 5, 3, 4, 2]"
197,........3.5..63..27..8......3..46.9......2.1..6..9.....7.....5...1...2.6...5..4..,2,"(5, 0)","[6, 1, 9, 2, 5, 7, 8, 4, 3, 8, 5, 4, 9, 6, 3, 1, 7, 2, 7, 2, 3, 8, 1, 4, 5, 6, 9, 2, 3, 5, 1, 4, 6, 7, 9, 8, 9, 4, 7, 3, 8, 2, 6, 1, 5, 1, 6, 8, 7, 9, 5, 3, 2, 4, 4, 7, 2, 6, 3, 8, 9, 5, 1, 5, 8, 1, 4, 7, 9, 2, 3, 6, 3, 9, 6, 5, 2, 1, 4, 8, 7]"
198,6........9..5..2......4.31....6.....3.1...9........847.6..3..8.....76.5.2.51.....,2,"(5, 1)","[6, 4, 3, 7, 1, 2, 5, 9, 8, 9, 1, 8, 5, 6, 3, 2, 7, 4, 7, 5, 2, 8, 4, 9, 3, 1, 6, 4, 9, 7, 6, 5, 8, 1, 2, 3, 3, 8, 1, 4, 2, 7, 9, 6, 5, 5, 2, 6, 3, 9, 1, 8, 4, 7, 1, 6, 4, 9, 3, 5, 7, 8, 2, 8, 3, 9, 2, 7, 6, 4, 5, 1, 2, 7, 5, 1, 8, 4, 6, 3, 9]"
199,....68.95.6.......5...........8.14.62...7.5....16...3..58..4......19...74.......1,2,"(6, 1)","[7, 1, 4, 2, 6, 8, 3, 9, 5, 3, 6, 9, 5, 4, 7, 1, 8, 2, 5, 8, 2, 9, 1, 3, 6, 7, 4, 9, 7, 5, 8, 3, 1, 4, 2, 6, 2, 3, 6, 4, 7, 9, 5, 1, 8, 8, 4, 1, 6, 5, 2, 7, 3, 9, 1, 5, 8, 7, 2, 4, 9, 6, 3, 6, 2, 3, 1, 9, 5, 8, 4, 7, 4, 9, 7, 3, 8, 6, 2, 5, 1]"
200,..98..6...3...6.48.7.4...9...8...1.7..2....8.5..7.1....91......6....2..........35,3,"(13, 24)","[4, 2, 9, 8, 3, 7, 6, 5, 1, 1, 3, 5, 9, 2, 6, 7, 4, 8, 8, 7, 6, 4, 1, 5, 3, 9, 2, 9, 4, 8, 2, 5, 3, 1, 6, 7, 7, 1, 2, 6, 9, 4, 5, 8, 3, 5, 6, 3, 7, 8, 1, 9, 2, 4, 3, 9, 1, 5, 4, 8, 2, 7, 6, 6, 5, 4, 3, 7, 2, 8, 1, 9, 2, 8, 7, 1, 6, 9, 4, 3, 5]"
201,.7........9..542....87....1.8.....19.15.9..7.4.....3.68.72.......2.....5.4..1....,3,"(10, 4)","[2, 7, 4, 9, 8, 1, 5, 6, 3, 3, 9, 1, 6, 5, 4, 2, 8, 7, 5, 6, 8, 7, 3, 2, 9, 4, 1, 7, 8, 3, 5, 2, 6, 4, 1, 9, 6, 1, 5, 4, 9, 3, 8, 7, 2, 4, 2, 9, 1, 7, 8, 3, 5, 6, 8, 5, 7, 2, 6, 9, 1, 3, 4, 1, 3, 2, 8, 4, 7, 6, 9, 5, 9, 4, 6, 3, 1, 5, 7, 2, 8]"
202,.6.5..37...7......9..63...1.7....1.34.9....6.1...8....39......4..4..32.6....1....,3,"(12, 3)","[8, 6, 1, 5, 4, 9, 3, 7, 2, 5, 3, 7, 1, 2, 8, 6, 4, 9, 9, 4, 2, 6, 3, 7, 8, 5, 1, 6, 7, 8, 4, 9, 5, 1, 2, 3, 4, 2, 9, 3, 7, 1, 5, 6, 8, 1, 5, 3, 2, 8, 6, 4, 9, 7, 3, 9, 5, 8, 6, 2, 7, 1, 4, 7, 1, 4, 9, 5, 3, 2, 8, 6, 2, 8, 6, 7, 1, 4, 9, 3, 5]"
203,...42...63..7..2.5...5..31...9.....2.5...7....1..8....643.....91..8.5........4...,3,"(9, 4)","[5, 7, 1, 4, 2, 3, 9, 8, 6, 3, 6, 8, 7, 1, 9, 2, 4, 5, 4, 9, 2, 5, 6, 8, 3, 1, 7, 8, 3, 9, 1, 5, 6, 4, 7, 2, 2, 5, 6, 3, 4, 7, 1, 9, 8, 7, 1, 4, 9, 8, 2, 5, 6, 3, 6, 4, 3, 2, 7, 1, 8, 5, 9, 1, 2, 7, 8, 9, 5, 6, 3, 4, 9, 8, 5, 6, 3, 4, 7, 2, 1]"
204,..8.6.3.........2....851.9.6...9...4.7.6..9.3..1.......2.....45.....8..9..42.....,3,"(15, 8)","[7, 4, 8, 9, 6, 2, 3, 5, 1, 1, 5, 9, 4, 3, 7, 6, 2, 8, 2, 6, 3, 8, 5, 1, 4, 9, 7, 6, 3, 2, 1, 9, 5, 7, 8, 4, 8, 7, 5, 6, 2, 4, 9, 1, 3, 4, 9, 1, 7, 8, 3, 5, 6, 2, 9, 2, 7, 3, 1, 6, 8, 4, 5, 3, 1, 6, 5, 4, 8, 2, 7, 9, 5, 8, 4, 2, 7, 9, 1, 3, 6]"
205,.....5..1.5...9.466.84...5...26.........92....7....9.8..1.3.7.......8..5.6.2...3.,3,"(5, 1)","[7, 2, 4, 3, 6, 5, 8, 9, 1, 1, 5, 3, 7, 8, 9, 2, 4, 6, 6, 9, 8, 4, 2, 1, 3, 5, 7, 9, 8, 2, 6, 4, 7, 5, 1, 3, 3, 1, 5, 8, 9, 2, 6, 7, 4, 4, 7, 6, 5, 1, 3, 9, 2, 8, 5, 4, 1, 9, 3, 6, 7, 8, 2, 2, 3, 9, 1, 7, 8, 4, 6, 5, 8, 6, 7, 2, 5, 4, 1, 3, 9]"
206,3.........2.3....1..9.....6.6....8.5........49.5.63......58.4.7.8.29....4..6...5.,3,"(22, 65)","[3, 7, 4, 1, 5, 6, 2, 8, 9, 8, 2, 6, 3, 7, 9, 5, 4, 1, 1, 5, 9, 4, 2, 8, 3, 7, 6, 7, 6, 1, 9, 4, 2, 8, 3, 5, 2, 3, 8, 7, 1, 5, 6, 9, 4, 9, 4, 5, 8, 6, 3, 7, 1, 2, 6, 9, 3, 5, 8, 1, 4, 2, 7, 5, 8, 7, 2, 9, 4, 1, 6, 3, 4, 1, 2, 6, 3, 7, 9, 5, 8]"
207,..3.27.9......9..6......5...4.7.5.2.5.1.8.........2...6.98...4185...........6....,3,"(10, 2)","[1, 6, 3, 5, 2, 7, 4, 9, 8, 2, 8, 5, 1, 4, 9, 7, 3, 6, 4, 9, 7, 6, 3, 8, 5, 1, 2, 9, 4, 8, 7, 1, 5, 6, 2, 3, 5, 2, 1, 3, 8, 6, 9, 7, 4, 7, 3, 6, 4, 9, 2, 1, 8, 5, 6, 7, 9, 8, 5, 3, 2, 4, 1, 8, 5, 4, 2, 7, 1, 3, 6, 9, 3, 1, 2, 9, 6, 4, 8, 5, 7]"
208,2....7..6..89......5.6..7....71....3.....628.92..........894......3...1.5.4...8..,3,"(26, 48)","[2, 1, 9, 4, 8, 7, 3, 5, 6, 7, 6, 8, 9, 5, 3, 1, 4, 2, 4, 5, 3, 6, 1, 2, 7, 9, 8, 8, 4, 7, 1, 2, 9, 5, 6, 3, 1, 3, 5, 7, 4, 6, 2, 8, 9, 9, 2, 6, 5, 3, 8, 4, 7, 1, 3, 7, 1, 8, 9, 4, 6, 2, 5, 6, 8, 2, 3, 7, 5, 9, 1, 4, 5, 9, 4, 2, 6, 1, 8, 3, 7]"
209,..7.....2681...3....9.5..6......82...4..9.6..5..7.6........1.8...58....3...5.4.9.,3,"(8, 2)","[4, 5, 7, 6, 8, 3, 9, 1, 2, 6, 8, 1, 9, 4, 2, 3, 7, 5, 2, 3, 9, 1, 5, 7, 8, 6, 4, 3, 7, 6, 4, 1, 8, 2, 5, 9, 1, 4, 8, 2, 9, 5, 6, 3, 7, 5, 9, 2, 7, 3, 6, 1, 4, 8, 9, 2, 4, 3, 7, 1, 5, 8, 6, 7, 1, 5, 8, 6, 9, 4, 2, 3, 8, 6, 3, 5, 2, 4, 7, 9, 1]"
210,8.9..16..........4.3.2.6.7.7.........8.......3.4..9.5....7.451...5.8.9.........2.,3,"(9, 4)","[8, 5, 9, 4, 7, 1, 6, 3, 2, 2, 6, 7, 3, 5, 8, 1, 9, 4, 4, 3, 1, 2, 9, 6, 8, 7, 5, 7, 9, 6, 5, 2, 3, 4, 8, 1, 5, 8, 2, 1, 4, 7, 3, 6, 9, 3, 1, 4, 8, 6, 9, 2, 5, 7, 9, 2, 8, 7, 3, 4, 5, 1, 6, 1, 7, 5, 6, 8, 2, 9, 4, 3, 6, 4, 3, 9, 1, 5, 7, 2, 8]"
211,......3..7..4....5....8.674..58....7..134...9....95.1.4.....2..3.........8.1...96,3,"(5, 3)","[2, 4, 9, 6, 5, 7, 3, 8, 1, 7, 6, 8, 4, 1, 3, 9, 2, 5, 1, 5, 3, 2, 8, 9, 6, 7, 4, 9, 2, 5, 8, 6, 1, 4, 3, 7, 8, 7, 1, 3, 4, 2, 5, 6, 9, 6, 3, 4, 7, 9, 5, 8, 1, 2, 4, 1, 6, 9, 7, 8, 2, 5, 3, 3, 9, 7, 5, 2, 6, 1, 4, 8, 5, 8, 2, 1, 3, 4, 7, 9, 6]"
212,6..9..3...9...57....82........3..........621...15.2.8.32...........7...5.5.8....9,3,"(8, 1)","[6, 1, 4, 9, 8, 7, 3, 5, 2, 2, 9, 3, 1, 6, 5, 7, 4, 8, 5, 7, 8, 2, 3, 4, 1, 9, 6, 9, 4, 2, 3, 1, 8, 5, 6, 7, 8, 3, 5, 7, 9, 6, 2, 1, 4, 7, 6, 1, 5, 4, 2, 9, 8, 3, 3, 2, 6, 4, 5, 9, 8, 7, 1, 1, 8, 9, 6, 7, 3, 4, 2, 5, 4, 5, 7, 8, 2, 1, 6, 3, 9]"
213,...87.5..4.....7.6.5.....8......2...7.2546.....53...2......9.3.23.4....9..6.....2,3,"(15, 7)","[6, 2, 9, 8, 7, 3, 5, 4, 1, 4, 8, 3, 2, 1, 5, 7, 9, 6, 1, 5, 7, 9, 6, 4, 2, 8, 3, 3, 1, 4, 7, 8, 2, 9, 6, 5, 7, 9, 2, 5, 4, 6, 3, 1, 8, 8, 6, 5, 3, 9, 1, 4, 2, 7, 5, 7, 8, 6, 2, 9, 1, 3, 4, 2, 3, 1, 4, 5, 8, 6, 7, 9, 9, 4, 6, 1, 3, 7, 8, 5, 2]"
214,5.4.96..26.1..........5.....4.8............9.7..54..3......4.7..7.9....813.2..95.,3,"(13, 5)","[5, 8, 4, 3, 9, 6, 7, 1, 2, 6, 9, 1, 7, 2, 8, 5, 4, 3, 3, 2, 7, 4, 5, 1, 6, 8, 9, 9, 4, 5, 8, 1, 3, 2, 6, 7, 8, 1, 3, 6, 7, 2, 4, 9, 5, 7, 6, 2, 5, 4, 9, 8, 3, 1, 2, 5, 9, 1, 8, 4, 3, 7, 6, 4, 7, 6, 9, 3, 5, 1, 2, 8, 1, 3, 8, 2, 6, 7, 9, 5, 4]"
215,5..4..........28....2.96.5.3.6.14.2...........4.8........6....8.1......2.6.9..513,3,"(4, 0)","[5, 7, 1, 4, 8, 3, 2, 6, 9, 6, 9, 4, 5, 7, 2, 8, 3, 1, 8, 3, 2, 1, 9, 6, 4, 5, 7, 3, 8, 6, 7, 1, 4, 9, 2, 5, 1, 5, 7, 2, 6, 9, 3, 8, 4, 2, 4, 9, 8, 3, 5, 1, 7, 6, 9, 2, 3, 6, 5, 1, 7, 4, 8, 7, 1, 5, 3, 4, 8, 6, 9, 2, 4, 6, 8, 9, 2, 7, 5, 1, 3]"
216,3....4.5.......2.6.281....3..........7..3...24..7..6155..3.17......8.........93..,3,"(12, 17)","[3, 6, 7, 8, 2, 4, 1, 5, 9, 1, 4, 5, 9, 7, 3, 2, 8, 6, 9, 2, 8, 1, 6, 5, 4, 7, 3, 6, 5, 9, 4, 1, 2, 8, 3, 7, 8, 7, 1, 5, 3, 6, 9, 4, 2, 4, 3, 2, 7, 9, 8, 6, 1, 5, 5, 9, 6, 3, 4, 1, 7, 2, 8, 2, 1, 3, 6, 8, 7, 5, 9, 4, 7, 8, 4, 2, 5, 9, 3, 6, 1]"
217,.....7...3....958..9.21.....3.1.2.......8..4...7...6...8.6.53...1..4..........2..,3,"(4, 0)","[2, 4, 8, 3, 5, 7, 1, 9, 6, 3, 7, 1, 4, 6, 9, 5, 8, 2, 6, 9, 5, 2, 1, 8, 4, 3, 7, 4, 3, 6, 1, 7, 2, 9, 5, 8, 1, 2, 9, 5, 8, 6, 7, 4, 3, 8, 5, 7, 9, 3, 4, 6, 2, 1, 7, 8, 4, 6, 2, 5, 3, 1, 9, 9, 1, 2, 7, 4, 3, 8, 6, 5, 5, 6, 3, 8, 9, 1, 2, 7, 4]"
218,63.....51..49.3...5....2....8.36.........1...76.8..5......4..95....9.37....5..8..,3,"(10, 5)","[6, 3, 2, 7, 8, 4, 9, 5, 1, 8, 1, 4, 9, 5, 3, 7, 6, 2, 5, 9, 7, 6, 1, 2, 4, 3, 8, 4, 8, 9, 3, 6, 5, 1, 2, 7, 2, 5, 3, 4, 7, 1, 6, 8, 9, 7, 6, 1, 8, 2, 9, 5, 4, 3, 3, 7, 8, 1, 4, 6, 2, 9, 5, 1, 4, 5, 2, 9, 8, 3, 7, 6, 9, 2, 6, 5, 3, 7, 8, 1, 4]"
219,............4...875.7..61.........21..97548....83.14.....2..3...3.....1..568.....,3,"(10, 5)","[4, 8, 3, 1, 7, 5, 9, 6, 2, 6, 9, 1, 4, 3, 2, 5, 8, 7, 5, 2, 7, 9, 8, 6, 1, 4, 3, 3, 4, 5, 6, 9, 8, 7, 2, 1, 2, 1, 9, 7, 5, 4, 8, 3, 6, 7, 6, 8, 3, 2, 1, 4, 9, 5, 1, 7, 4, 2, 6, 9, 3, 5, 8, 8, 3, 2, 5, 4, 7, 6, 1, 9, 9, 5, 6, 8, 1, 3, 2, 7, 4]"
220,....58.7....4...69..69.2..48.9..67...7........3...985.218........32...........6..,3,"(15, 9)","[4, 9, 1, 6, 5, 8, 2, 7, 3, 3, 8, 2, 4, 1, 7, 5, 6, 9, 7, 5, 6, 9, 3, 2, 1, 8, 4, 8, 2, 9, 5, 4, 6, 7, 3, 1, 1, 7, 5, 8, 2, 3, 9, 4, 6, 6, 3, 4, 1, 7, 9, 8, 5, 2, 2, 1, 8, 7, 6, 4, 3, 9, 5, 9, 6, 3, 2, 8, 5, 4, 1, 7, 5, 4, 7, 3, 9, 1, 6, 2, 8]"
221,..9......76...1..8.8....2.6....28.63.2..4685....7....45....4......35..8..91......,3,"(12, 5)","[2, 4, 9, 8, 6, 5, 3, 1, 7, 7, 6, 3, 2, 9, 1, 5, 4, 8, 1, 8, 5, 4, 3, 7, 2, 9, 6, 9, 1, 4, 5, 2, 8, 7, 6, 3, 3, 2, 7, 9, 4, 6, 8, 5, 1, 6, 5, 8, 7, 1, 3, 9, 2, 4, 5, 3, 2, 1, 8, 4, 6, 7, 9, 4, 7, 6, 3, 5, 9, 1, 8, 2, 8, 9, 1, 6, 7, 2, 4, 3, 5]"
222,......1...8369.7..6..8....5.2731.........4....1.2..8........2..9...4.....7.....86,3,"(13, 6)","[7, 9, 2, 4, 5, 3, 1, 6, 8, 5, 8, 3, 6, 9, 1, 7, 4, 2, 6, 4, 1, 8, 2, 7, 9, 3, 5, 4, 2, 7, 3, 1, 8, 6, 5, 9, 8, 5, 6, 9, 7, 4, 3, 2, 1, 3, 1, 9, 2, 6, 5, 8, 7, 4, 1, 3, 4, 5, 8, 6, 2, 9, 7, 9, 6, 8, 7, 4, 2, 5, 1, 3, 2, 7, 5, 1, 3, 9, 4, 8, 6]"
223,..1.........1.3...4.7.8..3..1..357..98.........6..9.4.7..9..5.6.........5.2....84,3,"(25, 95)","[6, 3, 1, 7, 9, 2, 4, 5, 8, 8, 5, 9, 1, 4, 3, 6, 7, 2, 4, 2, 7, 5, 8, 6, 9, 3, 1, 2, 1, 4, 8, 3, 5, 7, 6, 9, 9, 8, 5, 4, 6, 7, 1, 2, 3, 3, 7, 6, 2, 1, 9, 8, 4, 5, 7, 4, 3, 9, 2, 8, 5, 1, 6, 1, 6, 8, 3, 5, 4, 2, 9, 7, 5, 9, 2, 6, 7, 1, 3, 8, 4]"
224,..4.......9.4.2..5...8..1.3.5.3...9........5.87..21.......3...74..28....91.....8.,3,"(18, 25)","[1, 8, 4, 6, 5, 3, 9, 7, 2, 7, 9, 3, 4, 1, 2, 8, 6, 5, 6, 2, 5, 8, 9, 7, 1, 4, 3, 2, 5, 1, 3, 6, 4, 7, 9, 8, 3, 4, 6, 9, 7, 8, 2, 5, 1, 8, 7, 9, 5, 2, 1, 6, 3, 4, 5, 6, 8, 1, 3, 9, 4, 2, 7, 4, 3, 7, 2, 8, 6, 5, 1, 9, 9, 1, 2, 7, 4, 5, 3, 8, 6]"
225,..5..3.1....6..8.5..14.........6..9..9.8.....1.2.94..3.5.3....8...2.93.77...8...2,3,"(7, 1)","[8, 2, 5, 9, 7, 3, 4, 1, 6, 9, 4, 7, 6, 2, 1, 8, 3, 5, 6, 3, 1, 4, 5, 8, 7, 2, 9, 3, 7, 8, 1, 6, 5, 2, 9, 4, 5, 9, 4, 8, 3, 2, 6, 7, 1, 1, 6, 2, 7, 9, 4, 5, 8, 3, 2, 5, 9, 3, 4, 7, 1, 6, 8, 4, 8, 6, 2, 1, 9, 3, 5, 7, 7, 1, 3, 5, 8, 6, 9, 4, 2]"
226,93...6..4..4..25....6...........5.934.....75.8.....4.1...32..7..1.9.8.......1...2,3,"(8, 2)","[9, 3, 2, 5, 7, 6, 8, 1, 4, 1, 7, 4, 8, 3, 2, 5, 6, 9, 5, 8, 6, 1, 4, 9, 2, 3, 7, 7, 2, 1, 4, 8, 5, 6, 9, 3, 4, 6, 3, 2, 9, 1, 7, 5, 8, 8, 5, 9, 7, 6, 3, 4, 2, 1, 6, 9, 8, 3, 2, 4, 1, 7, 5, 2, 1, 7, 9, 5, 8, 3, 4, 6, 3, 4, 5, 6, 1, 7, 9, 8, 2]"
227,79..3.12.4........5...8...7..3....4...9...21.........5.....7..2.7.4...6.2..6.85..,3,"(3, 0)","[7, 9, 8, 5, 3, 6, 1, 2, 4, 4, 3, 2, 7, 1, 9, 6, 5, 8, 5, 6, 1, 2, 8, 4, 9, 3, 7, 1, 5, 3, 8, 6, 2, 7, 4, 9, 8, 4, 9, 3, 7, 5, 2, 1, 6, 6, 2, 7, 9, 4, 1, 3, 8, 5, 3, 8, 6, 1, 5, 7, 4, 9, 2, 9, 7, 5, 4, 2, 3, 8, 6, 1, 2, 1, 4, 6, 9, 8, 5, 7, 3]"
228,.5..1.6.44.....7....7....59....5..1...97..4..821.........8....5...4.2..32......6.,3,"(10, 3)","[9, 5, 8, 3, 1, 7, 6, 2, 4, 4, 6, 2, 5, 8, 9, 7, 3, 1, 3, 1, 7, 2, 6, 4, 8, 5, 9, 7, 4, 6, 9, 5, 8, 3, 1, 2, 5, 3, 9, 7, 2, 1, 4, 8, 6, 8, 2, 1, 6, 4, 3, 5, 9, 7, 1, 9, 3, 8, 7, 6, 2, 4, 5, 6, 8, 5, 4, 9, 2, 1, 7, 3, 2, 7, 4, 1, 3, 5, 9, 6, 8]"
229,...4.1.5.3.52......1..3...2..69.24......4....19.......7...1..9...3..65...4.....6.,3,"(9, 2)","[6, 2, 8, 4, 7, 1, 9, 5, 3, 3, 7, 5, 2, 8, 9, 1, 4, 6, 4, 1, 9, 6, 3, 5, 7, 8, 2, 8, 3, 6, 9, 5, 2, 4, 7, 1, 2, 5, 7, 1, 4, 8, 6, 3, 9, 1, 9, 4, 3, 6, 7, 8, 2, 5, 7, 6, 2, 5, 1, 4, 3, 9, 8, 9, 8, 3, 7, 2, 6, 5, 1, 4, 5, 4, 1, 8, 9, 3, 2, 6, 7]"
230,...3....91..7.......9..57.3..5.9.1......2.6.7.1.......9.1...28..5.6...7.6.8...3..,3,"(19, 14)","[5, 6, 7, 3, 1, 8, 4, 2, 9, 1, 3, 2, 7, 4, 9, 5, 6, 8, 4, 8, 9, 2, 6, 5, 7, 1, 3, 7, 4, 5, 8, 9, 6, 1, 3, 2, 8, 9, 3, 1, 2, 4, 6, 5, 7, 2, 1, 6, 5, 3, 7, 8, 9, 4, 9, 7, 1, 4, 5, 3, 2, 8, 6, 3, 5, 4, 6, 8, 2, 9, 7, 1, 6, 2, 8, 9, 7, 1, 3, 4, 5]"
231,.....5.6...7.....3....1..54.241..6.8....9.........627..16.......4....8.1..84.....,3,"(5, 1)","[4, 3, 9, 8, 7, 5, 1, 6, 2, 1, 5, 7, 6, 2, 4, 9, 8, 3, 8, 6, 2, 9, 1, 3, 7, 5, 4, 9, 2, 4, 1, 5, 7, 6, 3, 8, 6, 7, 3, 2, 9, 8, 4, 1, 5, 5, 8, 1, 3, 4, 6, 2, 7, 9, 2, 1, 6, 5, 8, 9, 3, 4, 7, 3, 4, 5, 7, 6, 2, 8, 9, 1, 7, 9, 8, 4, 3, 1, 5, 2, 6]"
